CNTSCHID,CNTSTUID,ST267Q01JA,ST267Q02JA,ST267Q03JA,ST267Q04JA,ST267Q05JA,ST267Q06JA,ST267Q07JA,ST267Q08JA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST038Q09JA,ST038Q10JA,ST038Q11JA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA
60800040,60805253,Not Applicable,Disagree,Agree,Agree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Agree,A few times a year,A few times a year,A few times a month,A few times a month,A few times a year,A few times a year,A few times a month,A few times a year,A few times a year,Agree,Agree,Agree,Agree
60800024,60805254,Agree,Agree,Agree,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Disagree,Agree,Agree,Not Applicable,Strongly agree,Disagree,Never or almost never,A few times a year,A few times a month,Once a week or more,A few times a month,A few times a year,Never or almost never,No Response,A few times a year,Agree,Agree,Agree,Strongly agree
60800163,60805255,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Agree,Strongly disagree,Once a week or more,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a month,Never or almost never,Strongly Disagree,Strongly Disagree,Agree,Strongly agree
60800021,60805256,Not Applicable,Disagree,Not Applicable,Disagree,Not Applicable,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Not Applicable,Disagree,Disagree,A few times a year,A few times a year,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800135,60805257,Agree,Not Applicable,Agree,Agree,Agree,Disagree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Agree,Disagree,Not Applicable,A few times a year,A few times a year,Never or almost never,A few times a year,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800036,60805258,Agree,Strongly agree,Not Applicable,Disagree,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Not Applicable,Agree,Strongly agree,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800161,60805259,Strongly agree,Strongly agree,Agree,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800038,60805260,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800049,60805261,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Disagree,Disagree,Not Applicable,Agree,Disagree,Agree,Strongly disagree,A few times a year,A few times a year,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800067,60805262,Agree,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800104,60805263,Strongly agree,Not Applicable,Not Applicable,Strongly disagree,Agree,Strongly agree,Not Applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Never or almost never,Once a week or more,A few times a month,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800092,60805264,Agree,Agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Disagree,Disagree,Agree,Agree,Agree,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Disagree,Agree,Agree
60800068,60805265,Agree,Strongly agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,A few times a year,Once a week or more,A few times a year,A few times a month,A few times a year,Never or almost never,A few times a year,A few times a year,A few times a month,Agree,Agree,Strongly agree,Disagree
60800004,60805266,Not Applicable,Not Applicable,Not Applicable,Disagree,Strongly agree,Agree,Agree,Agree,Not Applicable,Strongly agree,Disagree,Disagree,Agree,Disagree,Never or almost never,Once a week or more,Once a week or more,Once a week or more,A few times a month,A few times a month,A few times a month,Once a week or more,A few times a month,Agree,Agree,Agree,Disagree
60800175,60805267,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Not Applicable,Agree,Strongly disagree,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800159,60805268,Strongly disagree,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Not Applicable,Disagree,Strongly agree,Not Applicable,Disagree,Strongly agree,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800115,60805269,Strongly disagree,Strongly disagree,Agree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Strongly agree,Agree,Agree,Never or almost never,A few times a year,Never or almost never,Once a week or more,A few times a year,A few times a month,Never or almost never,Once a week or more,A few times a year,Agree,Agree,Agree,Agree
60800100,60805270,Strongly agree,Agree,Agree,Agree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Agree,Not Applicable,Never or almost never,A few times a month,A few times a year,Never or almost never,A few times a year,A few times a month,A few times a month,A few times a year,A few times a year,Agree,Agree,Agree,Disagree
60800166,60805271,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Not Applicable,Agree,Disagree,Agree,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800045,60805272,Not Applicable,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,A few times a year,A few times a year,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800115,60805273,Not Applicable,Not Applicable,Agree,Disagree,Not Applicable,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Not Applicable,Strongly disagree,Disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Disagree,Disagree,Agree,Agree
60800096,60805274,Agree,Not Applicable,Agree,Disagree,Agree,Agree,Not Applicable,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800003,60805275,Agree,Agree,Disagree,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Disagree,Strongly agree,Agree,Disagree,Not Applicable,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800180,60805276,Not Applicable,Agree,Disagree,Not Applicable,Agree,Agree,Disagree,Not Applicable,Not Applicable,Agree,Agree,Strongly disagree,Agree,Disagree,Never or almost never,Once a week or more,A few times a year,A few times a month,A few times a month,Once a week or more,Never or almost never,A few times a month,Once a week or more,Agree,Agree,Agree,Agree
60800086,60805277,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,A few times a year,Once a week or more,A few times a year,Once a week or more,A few times a year,A few times a year,Never or almost never,A few times a year,Never or almost never,Agree,Agree,Agree,Strongly agree
60800095,60805278,Strongly disagree,Strongly disagree,Not Applicable,Not Applicable,Strongly disagree,Strongly disagree,Disagree,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Agree,Agree,Agree,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a month,Never or almost never,Never or almost never,A few times a year,Never or almost never,Strongly Disagree,Strongly Disagree,Disagree,Agree
60800182,60805279,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Not Applicable,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Agree,Agree,Agree,Agree
60800047,60805280,Not Applicable,Not Applicable,Agree,Disagree,Agree,Agree,Strongly agree,Not Applicable,Disagree,Strongly agree,Not Applicable,Disagree,Agree,Disagree,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Strongly agree
60800078,60805281,Strongly agree,Not Applicable,Agree,Not Applicable,Agree,Not Applicable,Strongly agree,Disagree,Strongly disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Agree,Agree
60800094,60805282,Strongly agree,Not Applicable,Not Applicable,Agree,Strongly agree,Agree,Not Applicable,Agree,Strongly disagree,Not Applicable,Agree,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800035,60805283,Agree,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Disagree,Strongly agree,A few times a year,Once a week or more,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Agree
60800181,60805284,Strongly disagree,Not Applicable,Agree,Not Applicable,Strongly agree,Not Applicable,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Not Applicable,Once a week or more,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Agree,Strongly agree,Strongly agree,Disagree
60800055,60805285,Not Applicable,Agree,Not Applicable,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,A few times a month,Once a week or more,A few times a month,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800074,60805286,Agree,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Not Applicable,Disagree,Not Applicable,Agree,Agree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800068,60805287,Not Applicable,Agree,Strongly agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Not Applicable,Strongly agree,Strongly agree,Agree,Agree,Disagree,A few times a year,A few times a month,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800152,60805288,Not Applicable,Strongly agree,Strongly agree,Agree,Not Applicable,Strongly agree,Not Applicable,Agree,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Once a week or more,A few times a year,A few times a month,Once a week or more,Never or almost never,Never or almost never,Once a week or more,A few times a month,A few times a year,Agree,Agree,Agree,Agree
60800107,60805289,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,A few times a month,A few times a year,Never or almost never,A few times a year,Agree,Agree,Agree,Agree
60800045,60805290,Strongly agree,Disagree,Not Applicable,No Response,Agree,Agree,Not Applicable,Not Applicable,Strongly disagree,Agree,Agree,Agree,Not Applicable,Strongly disagree,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Agree,Agree,Agree,Agree
60800099,60805291,Not Applicable,Agree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800029,60805292,Strongly disagree,Not Applicable,Strongly disagree,Disagree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Disagree,Strongly disagree,Strongly agree,Not Applicable,Disagree,A few times a year,A few times a month,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800165,60805293,Agree,Strongly disagree,Disagree,Not Applicable,Agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Agree,Disagree,Not Applicable,No Response,Strongly disagree,Never or almost never,A few times a year,A few times a month,Once a week or more,A few times a month,A few times a year,Never or almost never,A few times a year,A few times a month,Disagree,Strongly Disagree,Agree,Disagree
60800028,60805295,Agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Not Applicable,Disagree,Disagree,Agree,Agree,Not Applicable,Disagree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800052,60805296,Strongly disagree,Agree,Not Applicable,Disagree,Not Applicable,Strongly disagree,Strongly disagree,Not Applicable,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not Applicable,Never or almost never,A few times a year,A few times a year,Never or almost never,A few times a year,A few times a month,Never or almost never,A few times a year,A few times a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800048,60805297,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Strongly agree,Agree,Agree,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,A few times a year,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800152,60805298,Strongly agree,Agree,Not Applicable,Disagree,Agree,Not Applicable,Agree,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Agree,Disagree,A few times a month,A few times a month,A few times a year,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Strongly agree
60800077,60805299,Not Applicable,Disagree,Disagree,Disagree,Not Applicable,Disagree,Not Applicable,Disagree,Agree,Agree,Agree,Agree,Agree,Not Applicable,Never or almost never,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,Agree,Agree,Agree,Agree
60800112,60805300,Disagree,Disagree,Agree,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,No Response,Agree,Not Applicable,No Response,No Response,No Response,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800105,60805301,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Not Applicable,Strongly agree,Disagree,Strongly agree,Never or almost never,A few times a year,A few times a year,A few times a year,A few times a year,Never or almost never,A few times a year,Once a week or more,Never or almost never,Disagree,Disagree,Agree,Disagree
60800161,60805302,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800023,60805303,Agree,Not Applicable,Not Applicable,Strongly disagree,Strongly agree,Agree,Not Applicable,Strongly disagree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800181,60805304,Agree,Not Applicable,Agree,Strongly disagree,Not Applicable,Not Applicable,Disagree,Disagree,Agree,Agree,Agree,Not Applicable,Disagree,Disagree,A few times a year,Never or almost never,A few times a year,A few times a month,Never or almost never,A few times a month,A few times a month,A few times a year,Never or almost never,Disagree,Agree,Disagree,Disagree
60800171,60805305,Agree,Agree,Agree,Disagree,Agree,Not Applicable,Not Applicable,Not Applicable,Disagree,Agree,Agree,Not Applicable,Disagree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800039,60805306,Agree,Agree,Strongly agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Disagree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800143,60805307,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Not Applicable,Agree,Strongly disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Strongly agree,Strongly agree,Strongly agree
60800062,60805308,Not Applicable,Agree,Agree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Not Applicable,Never or almost never,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Strongly agree,Strongly agree,Strongly agree,Disagree
60800012,60805309,Not Applicable,Agree,Strongly agree,Disagree,Agree,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Not Applicable,Disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800127,60805310,Not Applicable,Not Applicable,Agree,Disagree,Disagree,Not Applicable,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Not Applicable,Strongly agree,A few times a year,A few times a year,A few times a year,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800034,60805311,Strongly disagree,Not Applicable,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Not Applicable,Disagree,Disagree,Disagree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Disagree,Disagree,Disagree,Disagree
60800129,60805312,Agree,Strongly agree,Agree,Not Applicable,Agree,Strongly agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Agree,Agree,Agree,Agree
60800039,60805313,Agree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Agree,Agree,Agree,Agree,Agree,Not Applicable,Agree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800101,60805314,Agree,Not Applicable,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Disagree,Agree,Disagree
60800079,60805315,Strongly agree,Agree,Not Applicable,Agree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Agree,Strongly agree,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800047,60805316,Agree,Strongly disagree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,Never or almost never,Once a week or more,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800005,60805317,Agree,Agree,Not Applicable,Strongly disagree,Not Applicable,Agree,Strongly agree,Not Applicable,Agree,Disagree,Agree,Agree,Not Applicable,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800169,60805318,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Agree,Once a week or more,Never or almost never,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Agree,Agree,Agree,Agree
60800057,60805319,Not Applicable,Agree,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,No Response,Agree,Disagree,Disagree,No Response,Not Applicable,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Agree,Agree,Agree,Agree
60800158,60805320,Disagree,Not Applicable,Disagree,Disagree,Disagree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Agree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Agree,Agree,Agree,Agree
60800187,60805321,Not Applicable,Disagree,Agree,Disagree,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Disagree,Disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Agree,Agree,Agree,Agree
60800030,60805322,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Once a week or more,A few times a month,A few times a month,A few times a year,Never or almost never,Never or almost never,A few times a month,A few times a month,A few times a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800037,60805323,No Response,Disagree,Strongly disagree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Disagree,Strongly disagree,Not Applicable,Disagree,Strongly agree,Agree,Strongly disagree,Once a week or more,Once a week or more,Once a week or more,No Response,No Response,Never or almost never,No Response,No Response,A few times a month,Strongly Disagree,Strongly agree,Agree,Disagree
60800035,60805324,Not Applicable,Strongly agree,Agree,Disagree,Not Applicable,Not Applicable,Agree,Disagree,Disagree,Agree,Agree,Agree,Not Applicable,Disagree,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800124,60805325,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Agree,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Strongly disagree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800020,60805326,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Disagree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800115,60805327,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Not Applicable,Not Applicable,Strongly agree,Agree,Strongly agree,No Response,Strongly disagree,Not Applicable,Disagree,A few times a year,Once a week or more,Never or almost never,A few times a year,Once a week or more,Never or almost never,A few times a month,A few times a year,Once a week or more,Agree,Strongly Disagree,Agree,Strongly agree
60800179,60805328,Agree,Strongly agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,A few times a year,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,A few times a month,Never or almost never,Never or almost never,Disagree,Disagree,Agree,Disagree
60800004,60805329,Agree,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Disagree,Agree,Agree,Agree,Disagree,Not Applicable,Never or almost never,A few times a year,A few times a year,Once a week or more,A few times a month,Never or almost never,Never or almost never,A few times a year,Never or almost never,Agree,Agree,Agree,Agree
60800020,60805330,Agree,Not Applicable,Disagree,Disagree,Agree,Disagree,Not Applicable,Not Applicable,Disagree,Agree,Disagree,Agree,Not Applicable,Disagree,A few times a year,Never or almost never,A few times a month,A few times a year,Never or almost never,A few times a year,No Response,A few times a year,A few times a month,Agree,Agree,Agree,Disagree
60800043,60805331,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Not Applicable,Strongly disagree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Agree,Agree,Agree,Agree
60800108,60805332,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Disagree,Not Applicable,Strongly agree,Disagree,Strongly agree,Strongly disagree,Never or almost never,Once a week or more,Once a week or more,Once a week or more,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800186,60805333,Strongly agree,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Strongly disagree,Not Applicable,Agree,Disagree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800183,60805334,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Disagree,Agree,Disagree,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,A few times a year,Never or almost never,Once a week or more,Once a week or more,Agree,Agree,Agree,Disagree
60800072,60805335,Disagree,Disagree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Agree
